MZ501057.1_prot_QXV77142.1_29_unknown	MZ501057.1_prot_QXV77142.1_29_unknown
NC_000866.4_prot_NP_049645.1_30_known	NC_000866.4_prot_NP_049645.1_30_known
MZ501084.1_prot_QXV81427.1_81_unknown	MZ501084.1_prot_QXV81427.1_81_unknown
MZ501109.1_prot_QXV85337.1_97_unknown	MZ501109.1_prot_QXV85337.1_97_unknown
MZ501100.1_prot_QXV83779.1_44_known	MZ501100.1_prot_QXV83779.1_44_known
MZ501100.1_prot_QXV83779.1_44_known	MZ501063.1_prot_QXV78171.1_42_known
MZ501108.1_prot_QXV85098.1_28_unknown	MZ501108.1_prot_QXV85098.1_28_unknown
NC_001895.1_prot_NP_046778.1_23_known	NC_001895.1_prot_NP_046778.1_23_known
MZ501071.1_prot_QXV79592.1_80_unknown	MZ501071.1_prot_QXV79592.1_80_unknown
MZ501068.1_prot_QXV79324.1_59_unknown	MZ501068.1_prot_QXV79324.1_59_unknown
MZ501103.1_prot_QXV84326.1_22_known	MZ501103.1_prot_QXV84326.1_22_known
MZ501101.1_prot_QXV84048.1_49_unknown	MZ501101.1_prot_QXV84048.1_49_unknown
MZ501101.1_prot_QXV84048.1_49_unknown	MZ501079.1_prot_QXV80728.1_53_unknown
MZ501101.1_prot_QXV84048.1_49_unknown	MZ501069.1_prot_QXV79405.1_48_unknown
MZ501101.1_prot_QXV84048.1_49_unknown	MZ501085.1_prot_QXV81652.1_48_unknown
MZ501053.1_prot_QXV76493.1_11_unknown	MZ501053.1_prot_QXV76493.1_11_unknown
MZ501047.1_prot_QXV75191.1_186_known	MZ501047.1_prot_QXV75191.1_186_known
MZ501086.1_prot_QXV81728.1_37_unknown	MZ501086.1_prot_QXV81728.1_37_unknown
MZ501064.1_prot_QXV78411.1_18_unknown	MZ501064.1_prot_QXV78411.1_18_unknown
MZ501064.1_prot_QXV78411.1_18_unknown	MZ501081.1_prot_QXV80870.1_21_unknown
MZ501064.1_prot_QXV78411.1_18_unknown	MZ501078.1_prot_QXV80645.1_20_unknown
MZ501092.1_prot_QXV82447.1_10_unknown	MZ501092.1_prot_QXV82447.1_10_unknown
MZ501049.1_prot_QXV75788.1_16_unknown	MZ501049.1_prot_QXV75788.1_16_unknown
NC_000866.4_prot_NP_049734.1_121_known	NC_000866.4_prot_NP_049734.1_121_known
