MZ501057.1_prot_QXV77142.1_29_unknown	MZ501057.1_prot_QXV77142.1_29_unknown	[locus_tag=bas19_0029] [protein=hypothetical protein] [protein_id=QXV77142.1] [location=complement(27099..27347)] [gbkey=CDS]

NC_000866.4_prot_NP_049645.1_30_known	NC_000866.4_prot_NP_049645.1_30_known	[gene=segF] [locus_tag=T4p030] [db_xref=GeneID:1258803] [protein=SegF homing endonuclease] [protein_id=NP_049645.1] [location=complement(15606..16280)] [gbkey=CDS]

MZ501084.1_prot_QXV81427.1_81_unknown	MZ501084.1_prot_QXV81427.1_81_unknown	[locus_tag=bas62_0081] [protein=hypothetical protein] [protein_id=QXV81427.1] [location=complement(68048..68524)] [gbkey=CDS]

MZ501109.1_prot_QXV85337.1_97_unknown	MZ501109.1_prot_QXV85337.1_97_unknown	[locus_tag=bas30_0107] [protein=hypothetical protein] [protein_id=QXV85337.1] [location=74930..75058] [gbkey=CDS]

MZ501100.1_prot_QXV83779.1_44_known	MZ501100.1_prot_QXV83779.1_44_known	[locus_tag=bas60_0044] [protein=intein-containing DNA polymerase precursor] [protein_id=QXV83779.1] [location=complement(41715..45029)] [gbkey=CDS]
MZ501100.1_prot_QXV83779.1_44_known	MZ501063.1_prot_QXV78171.1_42_known	[locus_tag=bas61_0042] [protein=DNA polymerase] [protein_id=QXV78171.1] [location=complement(39423..42002)] [gbkey=CDS]

MZ501108.1_prot_QXV85098.1_28_unknown	MZ501108.1_prot_QXV85098.1_28_unknown	[locus_tag=bas27_0028] [protein=putative homing endonuclease] [protein_id=QXV85098.1] [location=complement(31135..31554)] [gbkey=CDS]

NC_001895.1_prot_NP_046778.1_23_known	NC_001895.1_prot_NP_046778.1_23_known	[gene=FI] [locus_tag=P2p23] [db_xref=GeneID:77440813] [protein=tail sheath protein] [protein_id=NP_046778.1] [location=17652..18842] [gbkey=CDS]

MZ501071.1_prot_QXV79592.1_80_unknown	MZ501071.1_prot_QXV79592.1_80_unknown	[locus_tag=bas21_0080] [protein=hypothetical protein] [protein_id=QXV79592.1] [location=complement(50584..50706)] [gbkey=CDS]

MZ501068.1_prot_QXV79324.1_59_unknown	MZ501068.1_prot_QXV79324.1_59_unknown	[locus_tag=bas20_0059] [protein=hypothetical protein] [protein_id=QXV79324.1] [location=45954..46106] [gbkey=CDS]

MZ501103.1_prot_QXV84326.1_22_known	MZ501103.1_prot_QXV84326.1_22_known	[locus_tag=bas34_0022] [protein=tail fiber protein] [protein_id=QXV84326.1] [location=23100..23366] [gbkey=CDS]

MZ501101.1_prot_QXV84048.1_49_unknown	MZ501101.1_prot_QXV84048.1_49_unknown	[locus_tag=bas05_0049] [protein=hypothetical protein] [protein_id=QXV84048.1] [location=complement(37759..38145)] [gbkey=CDS]
MZ501101.1_prot_QXV84048.1_49_unknown	MZ501079.1_prot_QXV80728.1_53_unknown	[locus_tag=bas07_0053] [protein=hypothetical protein] [protein_id=QXV80728.1] [location=complement(38580..38966)] [gbkey=CDS]
MZ501101.1_prot_QXV84048.1_49_unknown	MZ501069.1_prot_QXV79405.1_48_unknown	[locus_tag=bas04_0048] [protein=hypothetical protein] [protein_id=QXV79405.1] [location=complement(37499..37888)] [gbkey=CDS]
MZ501101.1_prot_QXV84048.1_49_unknown	MZ501085.1_prot_QXV81652.1_48_unknown	[locus_tag=bas11_0048] [protein=hypothetical protein] [protein_id=QXV81652.1] [location=complement(37578..37943)] [gbkey=CDS]

MZ501053.1_prot_QXV76493.1_11_unknown	MZ501053.1_prot_QXV76493.1_11_unknown	[locus_tag=bas12_0011] [protein=hypothetical protein] [protein_id=QXV76493.1] [location=8615..8992] [gbkey=CDS]

MZ501047.1_prot_QXV75191.1_186_known	MZ501047.1_prot_QXV75191.1_186_known	[locus_tag=bas47_0186] [protein=protease inhibitor] [protein_id=QXV75191.1] [location=complement(118541..119095)] [gbkey=CDS]

MZ501086.1_prot_QXV81728.1_37_unknown	MZ501086.1_prot_QXV81728.1_37_unknown	[locus_tag=bas63_0037] [protein=hypothetical protein] [protein_id=QXV81728.1] [location=complement(26830..27213)] [gbkey=CDS]

MZ501064.1_prot_QXV78411.1_18_unknown	MZ501064.1_prot_QXV78411.1_18_unknown	[locus_tag=bas67_0018] [protein=hypothetical protein] [protein_id=QXV78411.1] [location=12186..12629] [gbkey=CDS]
MZ501064.1_prot_QXV78411.1_18_unknown	MZ501081.1_prot_QXV80870.1_21_unknown	[locus_tag=bas64_0021] [protein=hypothetical protein] [protein_id=QXV80870.1] [location=12089..12628] [gbkey=CDS]
MZ501064.1_prot_QXV78411.1_18_unknown	MZ501078.1_prot_QXV80645.1_20_unknown	[locus_tag=bas65_0020] [protein=hypothetical protein] [protein_id=QXV80645.1] [location=11784..12323] [gbkey=CDS]

MZ501092.1_prot_QXV82447.1_10_unknown	MZ501092.1_prot_QXV82447.1_10_unknown	[locus_tag=bas13_0010] [protein=hypothetical protein] [protein_id=QXV82447.1] [location=8087..8497] [gbkey=CDS]

MZ501049.1_prot_QXV75788.1_16_unknown	MZ501049.1_prot_QXV75788.1_16_unknown	[locus_tag=bas69_0016] [protein=hypothetical protein] [protein_id=QXV75788.1] [location=17092..17718] [gbkey=CDS]

NC_000866.4_prot_NP_049734.1_121_known	NC_000866.4_prot_NP_049734.1_121_known	[gene=ipII] [locus_tag=T4p121] [db_xref=GeneID:1258729] [protein=internal virion protein] [protein_id=NP_049734.1] [location=complement(65416..65718)] [gbkey=CDS]

MZ501080.1_prot_QXV80809.1_43_unknown	MZ501080.1_prot_QXV80809.1_43_unknown	[locus_tag=bas02_0043] [protein=hypothetical protein] [protein_id=QXV80809.1] [location=33099..33284] [gbkey=CDS]
MZ501080.1_prot_QXV80809.1_43_unknown	MZ501094.1_prot_QXV82922.1_181_unknown	[locus_tag=bas57_0181] [protein=hypothetical protein] [protein_id=QXV82922.1] [location=complement(108251..108487)] [gbkey=CDS]
MZ501080.1_prot_QXV80809.1_43_unknown	MZ501111.1_prot_QXV85693.1_183_unknown	[locus_tag=bas51_0183] [protein=hypothetical protein] [protein_id=QXV85693.1] [location=complement(112011..112256)] [gbkey=CDS]
MZ501080.1_prot_QXV80809.1_43_unknown	MZ501087.1_prot_QXV81873.1_46_unknown	[locus_tag=bas03_0046] [protein=hypothetical protein] [protein_id=QXV81873.1] [location=32248..32448] [gbkey=CDS]
MZ501080.1_prot_QXV80809.1_43_unknown	MZ501051.1_prot_QXV76177.1_46_unknown	[locus_tag=bas01_0046] [protein=hypothetical protein] [protein_id=QXV76177.1] [location=37035..37226] [gbkey=CDS]

NC_001416.1_prot_NP_040642.1_64_known	NC_001416.1_prot_NP_040642.1_64_known	[gene=Q] [locus_tag=lambdap71] [db_xref=GeneID:2703477] [protein=antitermination protein] [protein_id=NP_040642.1] [location=43886..44509] [gbkey=CDS]

MZ501069.1_prot_QXV79438.1_81_unknown	MZ501069.1_prot_QXV79438.1_81_unknown	[locus_tag=bas04_0081] [protein=hypothetical protein] [protein_id=QXV79438.1] [location=48912..49160] [gbkey=CDS]

MZ501100.1_prot_QXV83948.1_213_unknown	MZ501100.1_prot_QXV83948.1_213_unknown	[locus_tag=bas60_0213] [protein=putative dTDP-D-glucose 4,6-dehydratase] [protein_id=QXV83948.1] [location=complement(121477..122466)] [gbkey=CDS]

NC_001895.1_prot_NP_046770.1_15_unknown	NC_001895.1_prot_NP_046770.1_15_unknown	[locus_tag=P2p15] [db_xref=GeneID:77440802] [protein=hypothetical protein] [protein_id=NP_046770.1] [location=complement(9439..10224)] [gbkey=CDS]

MZ501090.1_prot_QXV82342.1_89_unknown	MZ501090.1_prot_QXV82342.1_89_unknown	[locus_tag=bas06_0089] [protein=hypothetical protein] [protein_id=QXV82342.1] [location=51155..51394] [gbkey=CDS]

NC_008720.1_prot_YP_950545.1_67_known	NC_008720.1_prot_YP_950545.1_67_known	[locus_tag=EPNV4_gp67] [db_xref=GeneID:5075707] [protein=virion structural protein] [protein_id=YP_950545.1] [location=complement(65900..66610)] [gbkey=CDS]

MZ501086.1_prot_QXV81742.1_51_unknown	MZ501086.1_prot_QXV81742.1_51_unknown	[locus_tag=bas63_0051] [protein=hypothetical protein] [protein_id=QXV81742.1] [location=35740..35940] [gbkey=CDS]

MZ501100.1_prot_QXV83999.1_264_unknown	MZ501100.1_prot_QXV83999.1_264_unknown	[locus_tag=bas60_0278] [protein=hypothetical protein] [protein_id=QXV83999.1] [location=150217..150390] [gbkey=CDS]

