MZ501063.1_prot_QXV78146.1_17_unknown_None	MZ501063.1_prot_QXV78146.1_17_unknown_None

MZ501063.1_prot_QXV78158.1_29_unknown_DUF2612_domain-containing_protein	MZ501063.1_prot_QXV78158.1_29_unknown_DUF2612_domain-containing_protein

MZ501063.1_prot_QXV78164.1_35_known_lateral_tail_fiber_protein	MZ501063.1_prot_QXV78164.1_35_known_lateral_tail_fiber_protein

MZ501063.1_prot_QXV78166.1_37_known_Dam-like_N6-adenine_methyltransferase	MZ501063.1_prot_QXV78166.1_37_known_Dam-like_N6-adenine_methyltransferase

MZ501063.1_prot_QXV78194.1_65_unknown_Os05g0121200_protein	MZ501063.1_prot_QXV78194.1_65_unknown_Os05g0121200_protein

MZ501063.1_prot_QXV78209.1_80_known_UvrD_-_Rep_family_helicase	MZ501063.1_prot_QXV78209.1_80_known_UvrD_-_Rep_family_helicase
MZ501063.1_prot_QXV78209.1_80_known_UvrD_-_Rep_family_helicase	NC_073067.1_prot_YP_010741274.1_37_known_DNA_helicase

MZ501063.1_prot_QXV78213.1_84_unknown_DUF4326_domain-containing_protein	MZ501063.1_prot_QXV78213.1_84_unknown_DUF4326_domain-containing_protein

MZ501063.1_prot_QXV78220.1_91_unknown_CD200_receptor_1-like	MZ501063.1_prot_QXV78220.1_91_unknown_CD200_receptor_1-like

MZ501063.1_prot_QXV78221.1_92_unknown_Os03g0170200_protein	MZ501063.1_prot_QXV78221.1_92_unknown_Os03g0170200_protein

MZ501063.1_prot_QXV78223.1_94_unknown_None	MZ501063.1_prot_QXV78223.1_94_unknown_None

MZ501063.1_prot_QXV78224.1_95_unknown_F-box_only_protein_31_isoform_X1	MZ501063.1_prot_QXV78224.1_95_unknown_F-box_only_protein_31_isoform_X1
MZ501063.1_prot_QXV78224.1_95_unknown_F-box_only_protein_31_isoform_X1	MZ501060.1_prot_QXV77564.1_98_unknown_riboflavin_kinase

MZ501063.1_prot_QXV78230.1_101_unknown_Mediator_of_RNA_polymerase_II_transcription_subunit_17	MZ501063.1_prot_QXV78230.1_101_unknown_Mediator_of_RNA_polymerase_II_transcription_subunit_17

MZ501063.1_prot_QXV78233.1_104_unknown_Tubulin-specific_chaperone_A	MZ501063.1_prot_QXV78233.1_104_unknown_Tubulin-specific_chaperone_A

MZ501063.1_prot_QXV78246.1_117_unknown_Uncharacterized_protein	MZ501063.1_prot_QXV78246.1_117_unknown_Uncharacterized_protein

MZ501063.1_prot_QXV78250.1_121_unknown_Cysteine-rich_transmembrane_domain-containing_protein	MZ501063.1_prot_QXV78250.1_121_unknown_Cysteine-rich_transmembrane_domain-containing_protein

MZ501063.1_prot_QXV78262.1_133_unknown_Periplasmic_protein	MZ501063.1_prot_QXV78262.1_133_unknown_Periplasmic_protein

MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase	MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase
MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase	MZ501047.1_prot_QXV75058.1_53_unknown_DRBM_domain-containing_protein
MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase	MZ501050.1_prot_QXV75907.1_53_unknown_DUF3509_domain-containing_protein
MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase	MZ501090.1_prot_QXV82315.1_62_unknown_Os09g0315050_protein
MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase	MZ501101.1_prot_QXV84058.1_59_unknown_Os09g0473800_protein
MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase	NC_001604.1_prot_NP_041962.1_9_known_dGTPase_inhibitor;_target_for_F_exclusion
MZ501063.1_prot_QXV78263.1_134_unknown_N-acetyl-D-glucosamine_kinase	MZ501055.1_prot_QXV76810.1_15_known_host_dGTPase_inhibitor

MZ501063.1_prot_QXV78276.1_147_unknown_SH3_domain-containing_protein	MZ501063.1_prot_QXV78276.1_147_unknown_SH3_domain-containing_protein

MZ501063.1_prot_QXV78282.1_153_unknown_tRNA_endonuclease_vms1	MZ501063.1_prot_QXV78282.1_153_unknown_tRNA_endonuclease_vms1

MZ501063.1_prot_QXV78283.1_154_unknown_Peptidase_S64	MZ501063.1_prot_QXV78283.1_154_unknown_Peptidase_S64

MZ501063.1_prot_QXV78291.1_162_unknown_CS_domain-containing_protein	MZ501063.1_prot_QXV78291.1_162_unknown_CS_domain-containing_protein

MZ501063.1_prot_QXV78306.1_177_unknown_Transmembrane_protein	MZ501063.1_prot_QXV78306.1_177_unknown_Transmembrane_protein

MZ501063.1_prot_QXV78314.1_185_unknown_Acyltransferase_3_domain-containing_protein	MZ501063.1_prot_QXV78314.1_185_unknown_Acyltransferase_3_domain-containing_protein

MZ501063.1_prot_QXV78319.1_190_known_Dcm-like_C5_cytosine_methyltransferase	MZ501063.1_prot_QXV78319.1_190_known_Dcm-like_C5_cytosine_methyltransferase

MZ501063.1_prot_QXV78321.1_192_unknown_Probable_chalcone--flavanone_isomerase_3	MZ501063.1_prot_QXV78321.1_192_unknown_Probable_chalcone--flavanone_isomerase_3
MZ501063.1_prot_QXV78321.1_192_unknown_Probable_chalcone--flavanone_isomerase_3	MZ501072.1_prot_QXV79699.1_92_unknown_DNA-directed_primase-polymerase_protein

MZ501063.1_prot_QXV78330.1_201_unknown_1,2-phenylacetyl-CoA_epoxidase,_subunit_B	MZ501063.1_prot_QXV78330.1_201_unknown_1,2-phenylacetyl-CoA_epoxidase,_subunit_B

MZ501063.1_prot_QXV78338.1_209_unknown_SnoRNA-binding_rRNA-processing_protein	MZ501063.1_prot_QXV78338.1_209_unknown_SnoRNA-binding_rRNA-processing_protein

MZ501063.1_prot_QXV78340.1_211_unknown_dTDP-4-dehydrorhamnose_reductase	MZ501063.1_prot_QXV78340.1_211_unknown_dTDP-4-dehydrorhamnose_reductase
MZ501063.1_prot_QXV78340.1_211_unknown_dTDP-4-dehydrorhamnose_reductase	MZ501100.1_prot_QXV83948.1_213_unknown_dTDP-glucose_4,6-dehydratase

MZ501063.1_prot_QXV78346.1_217_unknown_Prophage_antitermination_protein_Q_homolog_QuuQ	MZ501063.1_prot_QXV78346.1_217_unknown_Prophage_antitermination_protein_Q_homolog_QuuQ

MZ501063.1_prot_QXV78347.1_218_unknown_Uncharacterized_protein	MZ501063.1_prot_QXV78347.1_218_unknown_Uncharacterized_protein

